Restaurant,Review,Real,Reviewer,F1-AWL,F2-PAU,F3-ANP,F4-ASL,F5-NCL,F6-NWO,F7-NVB,F8-NAJ,F9-NPV,F10-EMO,F11-CDV,F12-RED,F13-LXD,F14-NMV,F15-NTY
Gloria Restaurant,"I went to this place yesterday seeing some reviews ,I don't know how they gave such good reviews to this place . I had a doubt about this place when I stepped in as there were no customers ,even though I thought let's give a try and ordered a hyderabadi chicken biriyani ,that guy got the dish ,it didn't look like a biriyani firstly, even though I tasted a spoon ,I couldn't eat more than that. I left the whole dish and called that guy and paid 13 dollars and said that the biriyani is worst ,he replied to me saying that it's a Punjabi biriyani ,it will be like that ,i asked him then why did u name it Hyderabadi chicken biriyani in the menu,he had nothing to say, what he actually did was ,he took some yesterday's butter chicken curry and mixed it with rice, the rice is not even basmati rice , it's Walmart rice. I guess that curry was also spoilt .i am giving 1star because I can't give a zero. Believe me it's a waste of time waste of money ,don't go at all .",1,0,3.573394495,4,8.066666667,43.6,5,218,32,10,0,0.338235294,0.766233766,24.2,0.575757576,1,1
Gloria Restaurant,"Don't be misled by the Gloria Restaurant title. I tried Gloria Restaurant outlet in Albuquerque and it was superb. I thought this would be the same outlet, only to find out later it's a rip off. Tried the Lunch buffet. The food was okayish. Slow service. Not worth the price.",1,0,3.6,1.142857143,7.875,8.571428571,7,60,6,5,0,0.5,0.875,4,0.807692308,1,0
Gloria Restaurant,"The owner is very hospitable and hardworking, but I did not enjoy the food. It was weak in spices (meaning flavorful spices- not heat spicy). There wasn't much variety and dishes were very watered down, not saucy. The only thing I liked was the naan and that was impeccable.",1,0,3.896551724,2,8,14.5,4,58,5,9,0,0.916666667,1,7.5,0.78,0,0
Gloria Restaurant,"Worst indian food I have tasted. Had the buffet together with family. Of the about 8 items, 6 were vegetarian and 1 of them was chicken curry and the other was meatball curry(tasted like it was from walmart). There were no fruit trays but there was kheer for desert which wa s mushy. All the items tasted bland and the naan was dry. The reviews for this restaurant were grossly exaggerated and misleading except for the customer service.",1,0,4.186046512,1.333333333,9.666666667,14.33333333,6,86,4,9,0,0.6,0.944444444,7,0.769230769,0,0
Rose Restaurant,The place is really great. Owner is from my village and is really friendly. He will come and talk you and would suggest the foods.,0,4,3.785714286,1,5.5,9.333333333,3,28,5,2,0,0.444444444,1,5.333333333,0.8,2,0
Rose Restaurant,"For me, it was the worst place to have an experience of Indian food. Food was really nasty and the MENU they provide looked to messy and confusing. I didn't enjoy any moments of being there. I will not go there again. And would tell my friends and family not to visit this place ever in their life.",0,4,3.707692308,1.2,9,13,5,65,8,5,0,0.555555556,0.95,7.8,0.813559322,1,0
Rose Restaurant,It was a nightmare to go there and spend my time. I literally spend my time and money for nothing. People does not know ho to take orders. All the staffs were busy using phones and would talk to you unless you call them. And would respond by looking at their phones. The place,0,4,3.779661017,0.833333333,6.666666667,9.833333333,6,59,12,1,0,0.136363636,0.842105263,5.833333333,0.814814815,2,0
Rose Restaurant,"I wonder why such place still exists. Why would people give good reviews about the place? I am still wondering what one thing is at least I could think of the place that was good or may be quite satisfied. God, I want my $20 back",0,4,3.607843137,1,6.833333333,12.75,4,51,9,5,0,0.733333333,0.823529412,7.5,0.829787234,2,0
Rose Restaurant,The food is very good and a break from the usual daily findings. The chicken biryani was good with a generous portion. The Samosas were also very good. It's great to find inexpensive great food.,1,0,4,1,12.66666667,10,4,40,1,9,0,1.5,0.777777778,4.5,0.777777778,0,0
Rose Restaurant,"Came from out of town. Ordered from here. Chicken biriyanis, very small portions with maybe 2-3 small pieces of chicken. Naan is a pita bread that's heated up for you. People that hard thing is not Naan!!! Paid $10 for 3 curries. Each curry came with a huge amount of rice on the same plate. So not much curry in each plate. Wasted almost $100 here for nothing. Very disappointed!",1,0,3.534090909,1.4,7.8,8.8,10,88,7,7,1,0.608695652,0.837837838,3.7,0.77027027,0,0
Rose Restaurant,"If you are looking for an authentic Indian food, this is not a place. Ok @ best.",1,0,3.2,2,12,10,2,20,1,3,0,1,1,4.5,1,0,0
Rose Restaurant,"Just....Meh. We ordered samosas, southern curry, and mango salad. The curry to rice ratio was completely out of proportion. You get mostly rice in your dish. The mango salad was lettuce with half defrosted frozen mango on top. It was inedible and not authentic. Nice place in concept but won't go back.",1,0,3.921875,1.428571429,12.7,9.142857143,7,64,5,5,0,0.409090909,0.814814815,3.857142857,0.814814815,0,0
Jasmin Restaurant,Jasmin Restaurant is really a good place to have a dinner or lunch with your family and friends. I was with my friends and they really loved the place. It was a great experience to spend a quality of time with my friends there. I would love to visit the place again and again in upcoming days and would recommend anyone who want to try best Indian foods.,0,4,3.916666667,1,10.63636364,18,4,72,9,5,0,0.434782609,0.821428571,10,0.661764706,2,0
Jasmin Restaurant,"I really loved the food and the services they provide at Jasmin Restaurant. After a long time, I finally got an experience to go and enjoy the foods that gave so much of an Indian taste. I would love to go again and next time I will take my family with me. Also, would love to share my experience in my Facebook or social media so people would get a chance to get a better experience like I did. And I assure that they won't be disappointed.",0,4,3.673684211,1.4,9.583333333,19,5,95,18,6,0,0.35483871,0.878787879,11,0.681818182,4,0
Jasmin Restaurant,I was really attracted by the decorations of the place and the customer service they provide. Workers are really friendly and would give you suggestions of the foods if you are confused to make an order as they have too many to choose from. Manager was really nice and would love to get suggestions from customers.,0,4,4.389830508,1,14.42857143,19.66666667,3,59,8,4,1,0.421052632,0.944444444,12.66666667,0.696428571,2,0
Jasmin Restaurant,"I had butter chicken which is my favorite Indian dish and this is now my favorite place to eat it. The sauce had a much more prominent tomato flavor than most other places, which was extremely Pleasant. I'm capable of dealing with some fairly hot stuff but the medium was perfect for me. When I showed up there was hardly anybody in the restaurant oh, and by the time I left every seat was filled, predominantly with Indian people so you know the food is good and authentic. The garlic naan was not just plain naan with a little garlic salt on it , this had tons of garlic and it was wonderful. You know exactly who the clientele is when you see the cricket match playing on the TV. I will definitely have to come back for the buffet.",1,0,3.940397351,1.571428571,10.04347826,21.57142857,7,151,11,16,0,0.763157895,0.896551724,11.71428571,0.685714286,0,0
Jasmin Restaurant,We go here all the time. It's our favorite Indian place in Lubbock. The food is very flavorful and juicy,1,0,3.695652174,0.666666667,9,7.666666667,3,23,1,4,0,1.5,1,4.333333333,1,0,0
Jasmin Restaurant,"IF YOU ARE READING THIS... YES, EAT HERE!!",1,0,2.916666667,4,0,12,1,12,3,0,0,0.333333333,1,5,1,0,0
Gloria Restaurant,One of the best restaurants I have ever been. Food is really great and services are good. Servers are very friendly and would come to check in every 5 minutes. I would love to come back with my friends and my family. They surely likes the place.,0,4,3.826923077,1,9.142857143,10.4,5,52,7,4,0,0.6,0.947368421,5.6,0.808510638,2,0
Gloria Restaurant,This place has given a shame to a pride of a country. I have been to 100s of Indian Restaurants and have encountered some good and some bad restaurants. But this restaurant is out of my mind. I do not even have a word to show my anger through this review. Go yourself and I tell you that you will regret for being there and start hating yourself rest of your life.,0,4,3.805194805,1,7.181818182,15.4,5,77,9,2,0,0.19047619,1,9.8,0.722222222,1,0
Gloria Restaurant,"I am ashamed of my friends to give them a treat to this restaurant. I found this place while I searched for Indian Restaurant near me and had a good review. But when I went there, I could not find even 10% of good things that were included in the ratings. I tell you do not risk yourself to go to this place.",0,4,3.565217391,1.5,7.75,17.25,4,69,10,3,1,0.315789474,0.909090909,10.25,0.761904762,0,0
Gloria Restaurant,"Thank me later as I am about to save your money. I will tell you, give your money to poor or loose it by getting stupid stuff rather than spending here. Try yourself at home you will make foods better even if it is your first time. I might sue by spending 100s of dollars to get my $25 back. It's worse than worse than worse.",0,4,3.513513514,1.2,7.428571429,14.8,5,74,14,8,0,0.636363636,0.846153846,8.4,0.764705882,3,0
Gloria Restaurant,Very authentic peaceful atmosphere. Polite patrons and wonderful food at a very modest price. Been in business for many years and always professional. Perfect compliance with health codes.,1,0,5.03125,1,16,8,4,32,0,8,0,1.222222222,1,3,0.964285714,0,0
Gloria Restaurant,Very bad experience. Food was really bad I ordered lamb biriyani on door dash. They delivered beef biriyani instead. And rice and flavor was very bad.,1,0,4.166666667,1,10.33333333,7.5,4,30,2,3,0,0.636363636,0.8125,2.5,0.846153846,0,0
Gloria Restaurant,"Worst possible food, stinky place, not fresh, high price",1,0,4,3,14.33333333,12,1,12,0,5,0,1.666666667,1,1,1,0,0
Gloria Restaurant,had a horrible experience. had to wait so long. no wonder we were the only customer. the furnitures are from 1925. disgusting decor. Most importantly food is horrible. Samosa not authentic. probably bought frozen. kebab same issue. tandoori is a joke the old Punjabi guy was doing all the job maybe also cooking or rather heating.,1,0,4.166666667,1,9.9,6.6,10,66,5,9,0,1.133333333,0.965517241,2.7,0.875,0,0
Rose Restaurant,I love Indian food. I've traveled all over and tried many restaurants. #roserestaurant has great food.. it is order at the counter and table served with very friendly servers. Have visited twice and both time Delicious! #naannation,1,0,4.222222222,1.4,8.5,9,5,45,6,4,0,0.470588235,0.95,3.6,0.894736842,1,0
Rose Restaurant,"Amazing food and the owners are so sweet. Great family atmosphere, amazing food and the staff are so friendly. Highly recommend the butter masala and shack naan. Amazing comfort food I with a kick. __",1,0,4.048780488,1,25.33333333,8.2,5,41,1,6,0,0.692307692,0.869565217,2.6,0.75,0,0
Rose Restaurant,"I am a really picky eater and I love this place! Just me, that means a lot. The curry with some garlic naan is what I crave most days. I come twice a week just about. The atmosphere is very modern and accommodating and I've never not seen a warm smile on a staff member! Best part: there are more than one vegan option!! That's huge for me and a competitive advantage for the restaurant!",1,0,3.597701149,1.428571429,11.25,12.42857143,7,87,8,9,0,0.666666667,1,6.857142857,0.792207792,0,0
Rose Restaurant,"My wife and I eat here like twice a week. We love it. The food is consistently good, and the people who work here are great. Service is fast and friendly. Prices are awesome for how good the food is. My only gripe is that there is always a TON of rice in the tikka masala dish and not enough sauce. I end up scraping half of the rice out first thing after I get my food",1,0,3.488095238,1,10.08333333,12,7,84,6,9,0,0.608695652,0.875,6.428571429,0.727272727,0,0
Rose Restaurant,"The prices are a food is cheaper for most meals, and the service is consistently pleasant and attentive. The chief advantage of this restraurant is its amazing meals. I would  choose Tikka and also Tikka's buffet is superior.",0,1,4.348837209,1.333333333,10.71428571,14.33333333,3,43,2,7,0,0.9,0.888888889,7,0.794871795,1,1
Rose Restaurant,"I usually go for buffet.The food was excellent. Very flavorful and tasted ""fresh"". I only eat vegetarian but my friend eats meat and he thought the meat dishes were excellent as well as the vegetarian. The staff was the most friendly of any Indian restaurant I have been to - anywhere. The prices are competitive and I am looking forward to going back ASAP! Highly recommend! I've been to Jasmin Restaurant about 10 times by now. And every time it's been consistently good.It is probably the only place that  I can consistently agree on. It's VERY vegetarian friendly. And the buffet is always SO GOOD! It's never been the same main entrees every time I go there.",0,1,3.905109489,1.230769231,7.5,10.53846154,13,137,11,14,2,1.25,0.826086957,5.769230769,0.67768595,0,0
Rose Restaurant,I'm a loyal fan of this place. The food here is definitely a notch above some of the Indian restaurants in the area and they are priced relatively well.Good buffet and prices are pretty reasonable. Service was first rate and while not high end a very pleasant and neat interior apperance - better than the strip mall would suggest.,0,1,4.2,1.25,8.583333333,16.25,4,65,3,10,1,0.941176471,1,8,0.85,1,1
Rose Restaurant,It's my fav and they make it pretty well. They go easy on spice even though I ask for hot every time. Once in awhile they get spice right. The price of food is reasonable and the place looks pretty good.It's not that busy in weekdays so you always find peace.,0,1,3.542372881,1,5.75,11.8,5,59,6,4,0,1.066666667,0.904761905,6.6,0.87037037,0,0
Jasmin Restaurant,"I found Jasmin Restaurant shortly after moving back to Lubbock. I ate here for the lunch buffet twice before my husband arrived.When my husband got to Lubbock, we ate dinner here his first night in town and then the next day we came back for the lunch buffet. The food is as good as the best Indian I have eaten. The flavors are subtle. The heat of the spices is just right. We ordered medium off the menu and it was mildly spicy. Next time we will take it up a notch. The service is friendly without being obtrusive. This is our favorite restaurant in Lubbock.",1,0,3.848739496,1.1,8.058823529,11.9,10,119,11,11,0,0.709677419,0.85106383,6.1,0.712962963,1,0
Jasmin Restaurant,We have had dinner there several times and the food has been awesome. Tried the buffet yesterday for lunch and loved it....food was hot and the naan was the best ever. Just wish I could do a buffet justice,1,0,3.88372093,1,7,14.33333333,3,43,5,4,0,0.466666667,0.875,8,0.8,1,0
Jasmin Restaurant,"I came here with my friend and loved it. The service was great and the food was wonderful. The tikka chicken marsala and chicken biryani are always my go to dishes when I try a new Indian restaurant, I was definitely not disappointing. Everything I tried were very flavorful and even though it was a buffet the food was hot. I will definitely be back!",1,0,4.042253521,1.2,6.777777778,14.2,5,71,5,7,0,1.071428571,0.88,8,0.707692308,0,0
Jasmin Restaurant,"Excellent food and good people very family friendly environment if a bit long on the wait for food. The food was delicious and well made and I would eat there again
",1,0,4.1875,0.5,9.428571429,16,2,32,3,4,0,0.818181818,0.857142857,8.5,0.870967742,1,0
Jasmin Restaurant,This restraurant have some issues. The food came out looking nothing like the pictures. I don't recommed anyone to go to this restraurant. I get sick each time I eat at this place.,0,1,3.894736842,1,7,9.5,4,38,6,1,0,0.076923077,0.923076923,5.25,0.852941176,0,2
Jasmin Restaurant,"To be honest, the open concept of this restraurant really makes noisy dining adventure. The food is really expensive then it supposed to be.I came in here about a week ago and I was really disappointed. I spent $50 on food and tip for my to-go order and we only got 3 items. The worst part is that I called ahead and they said my food would be ready in 15 minutes and when we got there we had to wait 45 minutes.",0,1,3.548387097,1.4,9.833333333,18.6,5,93,11,7,0,0.72,0.888888889,10,0.73255814,1,1
Jasmin Restaurant,Food was not bad but I was disappointed at the fact that we put no celery and sprouts and they put them in all of our fried rices! What if we had an allergy to them? What if we waited 1 hour for our food and couldn't even eat it due to this!,0,1,3.315789474,1,7,19,3,57,7,1,0,0.133333333,1,13.33333333,0.796296296,0,0
Jasmin Restaurant,"Waiting 45 minutes for a tiny box of fried rice and 4 dumplings that looked like they came from the supermarket. It wasn't even busy. Price was 18 dollars. Maybe it was 20. I just don't feel like there is anything special. Good, but not WOW.",0,1,3.563636364,1.166666667,12.2,9.166666667,6,55,5,4,0,0.636363636,0.958333333,4,0.916666667,0,0
Gloria Restaurant,"I just had the most incredible Murgh tikke mahkani (sp?) plus vegetable samosas. The owner is the nicest man, and prepared the dish perfectly. I don't live in Lubbock anymore, but I always stop by for a meal anytime I'm in town. Best place in west Texas for Indian food.",1,0,3.62295082,1.8,7.625,12.2,5,61,4,4,0,0.769230769,1,5,0.846153846,0,1
Gloria Restaurant,"We went to this restaurant on a Wednesday night around 7 PM. There was no customers and we had to holler to get the staff's attention. The first table we sat at was dirty, so we moved a different table. It too was dirty. We asked the waiter to clean it, which he did. When he brought the utensils, we noticed that they were also dirty as well as the sugar container. At that point, we left the restaurant without ordering any food. It was a shame that the owners would allow their restaurant to be in such a terrible state.",1,0,3.710526316,1.5,8.055555556,14.25,8,114,12,6,0,0.419354839,0.864864865,8.125,0.705882353,1,0
Gloria Restaurant,Ordered Chicken biryani and chilly chicken. Absolutely enjoyed the taste and quality of the food. Chilly chicken was way too spicy even though I said medium level spicy. Worth the place to have Indian food. Shall try the buffet soon after I am back to city.,1,0,4.156862745,1,9.7,10.2,5,51,5,6,0,0.705882353,0.888888889,3.8,0.804347826,1,0
Gloria Restaurant,"My family and I began dining with Mr. Pal circa 1998 and were impressed with his genuine kindness and attentive manners. The atmosphere is definitely not West Texas nor fancy. The interior decor reflects many of the Indian traditions and culture. Parking is convenient. Everyone is greeted promptly and made comfortable. Our children learned about Indian food and appreciated Mr. Pal's gracious instruction. I loved the various types of nan and lamb dishes, which we always ordered extra spicy. I highly recommend Gloria Restaurant and wish we had as good a Indian restaurant in our area!",1,0,4.603773585,1.125,15.38461538,13.25,8,106,11,14,1,0.740740741,0.925925926,5.375,0.793814433,0,0
Gloria Restaurant,"Samosa was not tasty at all. It was very plain and flat. It lacked main ingredients and spices which made it gross. And employee  seemed very busy, but I said hi and told her 2 for dinner please so she stopped what she was doing and sat us. The food is ok. I felt it lacked the spices and flavor that I love in restaurant Indian food. On another note, the restaurant was packed so not everyone agrees with my opinion.",0,1,3.733333333,1.285714286,10.8,12.85714286,7,90,13,8,1,0.56,0.878787879,6.857142857,0.75308642,0,0
Gloria Restaurant,"I'm not sure if the food would be categorized as Indian food. Fish amritsari was horrible.Bones, bones, bones in the chicken. Not a fan of the flavor for the price. Also VERY thick Naan, which is the first I've ever had like that. Not returning.",0,1,3.526315789,1.5,8.125,9.5,6,57,4,5,0,0.571428571,0.894736842,4.833333333,0.833333333,1,0
Gloria Restaurant,"The restroom of this restraurant is dirty. It looks like they haven't clean this for a year. The lighting is dim, the decor subdued, and restaurant mostly quiet. Food is a bit pricey. Don't get the lamb phall. It's not just a spicy curry - it's over spiced with no salt. Rice was ok. Naan was too doughy (undercooked). Kinda disappointed",0,1,3.597402597,1.444444444,8,8.555555556,9,77,3,10,0,1.071428571,1,3.888888889,0.828125,0,1
Gloria Restaurant,Food was very disappointing and even customer service very bad. I hate the attitude of waiter who work here. I Tried quite a bit in the menu and nothing stands out aside from the dhal ghost that was ordered hot and came witout a hint of chilli.,0,1,3.96,1,7.625,16.66666667,3,50,7,3,1,0.444444444,1,8.333333333,0.808510638,0,1
